id,created_at,source_id,total_duration,title,author,category,cover_page,total_chapters,audio,tagline,source,priority,published,updated_at
7193e067-4af0-45b8-a1b2-ae7a6b9307d4,2025-09-23 17:49:03.520792+00,b87585ea07304fa808f1cf5a,19:16,What to Say When You Talk to Yourself,Shad Helmstetter,Mind,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/b87585ea07304fa808f1cf5a_What to Say When You Talk to Yourself.webp?,8,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/b87585ea07304fa808f1cf5a_What to Say When You Talk to Yourself.mp3?,,false,false,true,2025-09-24 11:56:40.591511+00
77ad8415-81f7-4208-87cb-f302f5bcb94b,2025-09-23 18:03:10+00,8128911960a712536999f96a,15:41,Man’s Search for Meaning,Viktor E. Frankl,Psychology,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/Mans%20Search%20for%20Meaning.webp,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/Man_s_Search_for_Meaning.mp3,"A profound reflection on finding meaning in life, even in the face of suffering.",false,true,true,2025-09-24 11:56:40.591511+00
7c2f5aa6-fb90-44f0-821a-0d015da00e26,2025-09-23 17:49:15.389512+00,5c2afceed3e93620d9554780,23:32,The Heart of the Buddha's Teaching,Thich Nhat Hanh,Spirituality,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/5c2afceed3e93620d9554780_The Heart of the Buddha's Teaching.webp?,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/5c2afceed3e93620d9554780_The Heart of the Buddha's Teaching.mp3?,"Dive into the core teachings of Buddhism that promote compassion, mindfulness, and understanding.",false,false,true,2025-09-24 11:56:40.591511+00
7e53acfc-5aad-4e44-b671-9d4383e33cc3,2025-09-23 17:48:59.018417+00,26d924ae0f9b4f10dc058a3d,15:56,Parenting Outside the Lines,Meghan Leahy,Parenting,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/26d924ae0f9b4f10dc058a3d_Parenting Outside the Lines.webp?,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/26d924ae0f9b4f10dc058a3d_Parenting Outside the Lines.mp3?,Embrace a fresh approach to parenting that celebrates individuality and connection.,false,false,true,2025-09-24 11:56:40.591511+00
7ea24f8e-ccaf-4881-9231-b0c9597ad808,2025-09-27 12:32:40+00,6bce59d3ce47a44e5ec38e49,22:37,Wisdom to Wonder,Parthasarathi Rajagopalachari,Philosophy,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/6bce59d3ce47a44e5ec38e49_Wisdom to Wonder.webp?,13,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/6bce59d3ce47a44e5ec38e49_Wisdom to Wonder.mp3?,Embark on a quest for wisdom and insight that inspires curiosity and wonder.,heartfulness,false,true,2025-09-24 11:56:40.591511+00
89354efe-b8bc-477a-b9ba-74a8e5c6a7a1,2025-09-27 12:32:35+00,67c069f25af17bd52c23c949,11:15,In the Light Awakening,Thomas Mogensen,Spirituality,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/67c069f25af17bd52c23c949_In the light awakening.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/67c069f25af17bd52c23c949_In the Light Awakening.mp3?,Awaken to a deeper understanding of life and spirituality through insightful reflections.,heartfulness,false,true,2025-09-24 11:56:40.591511+00
9181b76c-67a9-4328-9632-3315cfc0b427,2025-09-23 17:49:21.437722+00,2e2d780ca73fa50c5a2b101b,22:28,Spiders Web vol. 2,Shri Parthasarathi Rajagopalachari,Philosophy,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/2e2d780ca73fa50c5a2b101b_Spiders Web vol. 2.webp?,9,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/2e2d780ca73fa50c5a2b101b_Spiders Web vol. 2.mp3?,Continue to unravel the complexities of thought with profound philosophical reflections.,heartfulness,false,true,2025-09-24 11:56:40.591511+00
951849ab-022a-4f76-be58-ae7c12178a5d,2025-09-23 17:48:56.781035+00,d649e7efa224775572f8c042,25:00,How We Learn,Stanislas Dehaene,Science,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/d649e7efa224775572f8c042_How We Learn.webp?,8,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/d649e7efa224775572f8c042_How We Learn.mp3?,Discover the principles of how we learn and how to apply them for effective education.,false,false,true,2025-09-24 11:56:40.591511+00
9beb8c1d-6883-41ad-a925-abe5af03d5dc,2025-09-23 17:49:20.497816+00,8e0e78a1a569d44d964f3052,22:53,How to Win Friends and Influence People,Dale Carnegie,Communication,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/8e0e78a1a569d44d964f3052_How to Win Friends and Influence People.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/8e0e78a1a569d44d964f3052_How to Win Friends and Influence People.mp3?,Unlock the secrets to building lasting relationships and influencing others positively.,false,false,true,2025-09-24 11:56:40.591511+00
9d8f71d2-038a-40cd-9a3f-baf567953bf1,2025-09-23 17:49:00.245629+00,4a2b8faf1f16a656ffb791ed,23:07,Spark: The Revolutionary New Science of Exercise and the Brain,John J. Ratey,Body,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/4a2b8faf1f16a656ffb791ed_Spark: The Revolutionary New Science of Exercise and the Brain.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/4a2b8faf1f16a656ffb791ed_Spark: The Revolutionary New Science of Exercise and the Brain.mp3?,,false,false,true,2025-09-24 11:56:40.591511+00
9dbcb20a-e38e-4388-b8b6-f431c12705e0,2025-09-26 04:17:16.379636+00,d35a98028cca23c2a745a0bb,23:03,Influence,Robert D. Cialdini,Psychology,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/d35a98028cca23c2a745a0bb_INFLUENCE.webp?,8,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/d35a98028cca23c2a745a0bb_Influence_voice.mp3?,Discover the hidden forces that shape your decisions and learn how to harness the art of persuasion.,,false,true,2025-09-26 04:17:16.379636+00
a1d5323c-c866-4bcf-8c5b-e2b50a46cf7d,2025-09-26 04:24:37+00,7c447c5d52f2fb54ad66a3df,23:25,The Selfish Gene,Richard Dawkins,Science,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/The_Selfish_Gene.webp,9,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/The_Selfish_Gene_Introduction.mp3,The Ideas that have Shaped our Thinking,false,true,true,2025-09-24 11:56:40.591511+00
a3a943ba-0df0-4645-9019-a05abdd2b030,2025-09-27 12:33:26+00,b778ca387bbf0947dc77a187,22:29,From Anger To Love,Kamlesh D. Patel,Personal Development,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/From%20Anger%20To%20Love.webp,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/Anger_to_Love.mp3,Transform your anger into a force for love and compassion through practical insights and heart-centered practices.,heartfulness,true,true,2025-09-24 11:56:40.591511+00
a8b856a4-c9d3-49ac-be2b-21d1241908d9,2025-09-23 17:49:10.565927+00,7b8dac28e399ec2be8d181de,19:31,Attention Span,Gloria Mark,Productivity,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/7b8dac28e399ec2be8d181de_Attention Span.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/7b8dac28e399ec2be8d181de_Attention Span.mp3?,Investigate the challenges of attention in our digital world and learn strategies to reclaim your focus.,false,false,true,2025-09-24 11:56:40.591511+00
a9e8a15d-170c-4efd-a89f-9522e5a6366f,2025-09-23 18:03:29+00,3404588bb20922ddac036250,18:08,The Meditations,Marcus Aurelius,Philosophy,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/Meditation.webp,8,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/Meditations.mp3,A Timeless Guide to Stoic Philosophy,false,true,true,2025-09-24 11:56:40.591511+00
aafc6228-83cb-46a8-9447-9701c489de8a,2025-09-26 04:24:46+00,a37b11281d13eefddd1af3f3,20:00,The Power of Habit,Charles Duhigg,Personal Development,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/The%20Power%20of%20Habit.png,8,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/Power_of_Habits.mp3,"Why We Do What We Do, and How to Change",false,true,true,2025-09-24 11:56:40.591511+00
ae96d75a-709f-476f-a278-cee1bde00428,2025-09-23 18:03:39+00,99c1fbb28f6cef7684e3832e,15:24,As a Man Thinketh,James Allen,Philosophy,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/As%20a%20Man%20Thinketh.webp,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/As_a_Man_Thinketh.mp3,Discover the power of your thoughts and how they shape your destiny in this timeless reflection.,false,true,true,2025-09-24 11:56:40.591511+00
aec0c8f9-b75a-4edc-8e60-dd7b9e92bcea,2025-09-27 12:33:12+00,f48b5bc892dcb3e7dd8c723e,17:02,Power of Paradox,Kamelsh D. Patel,Spirituality,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/Power%20of%20Paradox.webp,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/Power_of_Paradox.mp3,Delve into the paradoxes of life and discover how they can lead to deeper understanding and growth.,heartfulness,true,true,2025-09-24 11:56:40.591511+00
af559fea-9185-472a-b280-3bdf4df8b76c,2025-09-26 04:16:30.668237+00,49b1f29c5e66631d91505262,19:26,Complete Works of Ram Chandra vol. 4,Shri Ram Chandra,Spirituality,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/49b1f29c5e66631d91505262_Complete Works of Ram Chandra vol. 4.webp?,9,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/CWRC_4.mp3,Experience the culmination of spiritual wisdom through the teachings of Ram Chandra.,heartfulness,false,true,2025-09-26 04:16:30.668237+00
af9f006a-4d27-4bfd-bc8b-dbf260b60068,2025-09-23 17:49:03.980501+00,41566c8d3d56129d83580495,20:11,When the Body Says No,Gabor Maté,Health,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/41566c8d3d56129d83580495_When the Body Says No.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/41566c8d3d56129d83580495_When the Body Says No.mp3?,Explore the powerful connection between emotional stress and physical health.,false,false,true,2025-09-24 11:56:40.591511+00
b05f8d22-08e0-4744-91be-6c45e684d2fa,2025-09-23 17:49:08.290659+00,1b6927d3410a3b84efef5ac0,13:04,Consciousness In Management vol. 1,Heartfulness Education Trust,Leadership,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/1b6927d3410a3b84efef5ac0_Consciousness In Management vol. 1.webp?,9,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/1b6927d3410a3b84efef5ac0_Consciousness In Management vol. 1.mp3?,Explore the intersection of consciousness and management to foster effective leadership.,heartfulness,false,true,2025-09-24 11:56:40.591511+00
b06545a4-e019-48b5-a4cd-12b6d89b6cbe,2025-09-26 04:17:02.12854+00,294b263656934786db434c31,17:36,Loneliness: Human Nature and the Need for Social Connection,John T. Cacioppo & William Patrick,Psychology,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/294b263656934786db434c31_Loneliness: Human Nature and the Need for Social Connection.webp?,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/294b263656934786db434c31_Loneliness_ Human Nature and the Need for Social Connection_voice.mp3?,Explore the crucial role of social connections in our lives and the effects of loneliness.,,false,true,2025-09-26 04:17:02.12854+00
b472d85f-dc7a-45da-b2db-56fd1aa72d4c,2025-09-23 18:35:15.269927+00,caca7f9bce288bf076208a19,16:02,In Defense of Food: An Eater’s Manifesto,Michael Pollan,Health,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/In%20Defense%20of%20Food:%20An%20Eaters%20Manifesto.webp,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/In%20Defense%20of%20Food:%20An%20Eaters%20Manifesto.mp3,A compelling manifesto for eating wisely and reclaiming the joy of food.,false,false,true,2025-09-24 11:56:40.591511+00
b50e0d58-5ac0-427a-a4de-4b387c1c05b1,2025-09-27 12:33:32+00,7128ce12-f52f-4b44-90aa-9b6243cefd25,18:15,The Heartfulness Way,Joshua Pollock and Kamlesh D Patel,Spirituality,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/The%20Heartfulness%20Way.webp,8,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/The_Hearfulness_Way%20(1).mp3,Transform Your Inner World With 3 Core Practices,heartfulness,true,true,2025-09-24 11:56:40.591511+00
b5a048cc-654f-48d7-a41f-6bdcc0d10753,2025-09-23 17:49:00.724938+00,69040a026d30548c5e13e86a,20:49,Start With Why,Simon Sinek,Soul,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/69040a026d30548c5e13e86a_Start With Why.webp?,8,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/69040a026d30548c5e13e86a_Start With Why.mp3?,,false,false,true,2025-09-24 11:56:40.591511+00
b775e83f-21a0-490a-8307-0e2e3cabeee8,2025-09-23 17:49:18.830674+00,6380f64e5f79363ed5ba0e15,15:24,Consciousness In Management vol. 2,Heartfulness Education Trust,Leadership,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/6380f64e5f79363ed5ba0e15_Consciousness In Management vol. 2.webp?,5,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/6380f64e5f79363ed5ba0e15_Consciousness In Management vol. 2.mp3?,Deepen your understanding of conscious leadership and its transformative effects on organizations.,heartfulness,false,true,2025-09-24 11:56:40.591511+00
bad86d41-0eb8-4590-a4e9-501bf7745d08,2025-09-26 04:17:21.043928+00,69ec96a0ceeda296b97f5b09,19:20,Buddha's Brain,Rick Hanson,Meditation,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/69ec96a0ceeda296b97f5b09_Buddha's_Brain.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/69ec96a0ceeda296b97f5b09_Buddha's Brain_voice.mp3?,Learn how the latest research in neuroscience can help you cultivate happiness and well-being through mindfulness.,,false,true,2025-09-26 04:17:21.043928+00
c0d96c7f-5f78-4a59-ac69-341064a37c17,2025-09-26 04:24:54+00,5bef9d7075b1634e04e0b038,23:25,The Body Keeps the Score,Bessel van der Kolk,Health,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/The_Body_Keeps_the_Score.webp,8,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/The_Body_Keeps_the_Score.mp3,"Mind, Brain and Body in the Healing of Trauma",false,true,true,2025-09-24 11:56:40.591511+00
c4849c39-d9bd-4072-ba4b-d7ebc057b52d,2025-09-27 12:33:40+00,d38bba3601a81c32fd02f0c9,19:39,Designing Destiny,Kamlesh D. Patel,Spirituality,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/Designing%20Destiny.webp,8,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/Designing_Destiny%20(1).mp3,The Heartfulness Way,heartfulness,true,true,2025-09-24 11:56:40.591511+00
c6afcd72-75a7-415c-aac6-fb9ad6026adf,2025-09-23 17:49:05.376835+00,18551c70fdb9b96d54625962,19:05,The 7 Habits of Highly Effective People,Stephen R. Covey,Soul,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/18551c70fdb9b96d54625962_The 7 Habits of Highly Effective People.webp?,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/18551c70fdb9b96d54625962_The 7 Habits of Highly Effective People.mp3?,,false,false,true,2025-09-24 11:56:40.591511+00
c6e5d8d7-a5b3-4fe3-80cd-2c5243d5e4c0,2025-09-23 17:49:09.42628+00,2d95b097f0fe7ba8e824ff53,17:22,The Stress Paradox,Sharon Horesh Bergquist,Health,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/2d95b097f0fe7ba8e824ff53_The Stress Paradox.webp?,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/2d95b097f0fe7ba8e824ff53_The Stress Paradox.mp3?,Explore the complexities of stress and how to navigate it for a healthier life.,false,false,true,2025-09-24 11:56:40.591511+00
c725d17c-04cd-4ebb-afb4-2445b97f84cc,2025-09-23 17:49:04.807616+00,3ed75f7ff7027c6b702b53ed,12:26,Meditation,Compiled by Ferdinand Wulliemier,Meditation,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/3ed75f7ff7027c6b702b53ed_Meditation.webp?,10,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/3ed75f7ff7027c6b702b53ed_Meditation.mp3?,Explore various meditation techniques to enhance mindfulness and inner peace.,heartfulness,false,true,2025-09-24 11:56:40.591511+00
c9eb7570-8b7a-4c43-9e37-981af04ed22b,2025-09-23 17:49:21.9698+00,c326a5c6a29f060d4cbcf86b,28:48,Sapiens: A Brief History of Humankind,Yuval Noah Harari,Mind,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/c326a5c6a29f060d4cbcf86b_Sapiens: A Brief History of Humankind.webp?,11,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/c326a5c6a29f060d4cbcf86b_Sapiens: A Brief History of Humankind.mp3?,,false,false,true,2025-09-24 11:56:40.591511+00
d0d16857-42de-443a-8b9f-e0d266544adf,2025-09-23 17:49:24.121013+00,02fd353c15e2090a8d892d94,16:34,Mindset: The New Psychology of Success,Carol S. Dweck,Mind,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/02fd353c15e2090a8d892d94_Mindset: The New Psychology of Success.webp?,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/02fd353c15e2090a8d892d94_Mindset: The New Psychology of Success.mp3?,,false,false,true,2025-09-24 11:56:40.591511+00
d5e715e0-7078-4aa1-aa61-ffe0a2d43011,2025-09-23 17:49:12.375412+00,526788ee3044dcaceeafe7fb,16:27,The Art of Gathering,Priya Parker,Communication,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/526788ee3044dcaceeafe7fb_The Art of Gathering.webp?,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/526788ee3044dcaceeafe7fb_The Art of Gathering.mp3?,Transform the way you gather people and create meaningful connections and experiences.,false,false,true,2025-09-24 11:56:40.591511+00
d9af6689-8599-43e7-8c29-637739bd4daf,2025-09-23 17:49:02.187684+00,8aa4b1c5bb684a6269116f6b,22:12,Deep Work,Cal Newport,Productivity,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/8aa4b1c5bb684a6269116f6b_Deep Work.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/8aa4b1c5bb684a6269116f6b_Deep Work.mp3?,Cultivate the ability to focus without distraction and achieve deeper levels of work.,false,false,true,2025-09-24 11:56:40.591511+00
dbfc5ca7-52bc-4f66-af6e-d04484a4abc1,2025-09-26 04:17:11.032798+00,4fac0081c9f6a8e578f93fb4,14:21,So Good They Can't Ignore You,Cal Newport,Personal Development,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/4fac0081c9f6a8e578f93fb4_SO_GOOD_THEY_CAN'T_IGNORE_YOU.webp?,6,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/4fac0081c9f6a8e578f93fb4_So Good They Can't Ignore You_voice.mp3?,Uncover the secret to building a fulfilling career by mastering your craft and becoming indispensable.,,false,true,2025-09-26 04:17:11.032798+00
de7e99a1-6e3c-4f45-9293-67e0f5a0f945,2025-09-23 17:49:07.84985+00,8e66163f2bbc9e7ea1eb12ab,19:38,"Thinking, Fast and Slow",Daniel Kahneman,Mind,"https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/8e66163f2bbc9e7ea1eb12ab_Thinking, Fast and Slow.webp?",7,"https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/8e66163f2bbc9e7ea1eb12ab_Thinking, Fast and Slow.mp3?",,false,false,true,2025-09-24 11:56:40.591511+00
dec65b67-7026-4455-9b5f-b98fcf6d25c6,2025-09-23 17:49:19.859084+00,a867847d30d0646664ecb73c,12:18,Spiders Web vol. 1,Shri Parthasarathi Rajagopalachari,Philosophy,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/a867847d30d0646664ecb73c_Spiders Web vol. 1.webp?,4,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/a867847d30d0646664ecb73c_Spiders Web vol. 1.mp3?,Weave through the intricate thoughts and philosophies that challenge conventional wisdom.,heartfulness,false,true,2025-09-24 11:56:40.591511+00
e36c801c-9ffb-4a8e-8c64-e3c114612c5d,2025-09-23 17:49:14.238464+00,f56ada1304073cd38c207ae8,19:55,Grit: The Power of Passion and Perseverance,Angela Duckworth,Mind,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/f56ada1304073cd38c207ae8_Grit: The Power of Passion and Perseverance.webp?,5,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/f56ada1304073cd38c207ae8_Grit: The Power of Passion and Perseverance.mp3?,,false,false,true,2025-09-24 11:56:40.591511+00
e375e813-9466-45fd-b40a-ffeb1456fe80,2025-09-23 17:49:15.753323+00,92025f484ae014d4a87b37d1,18:11,The Brain that Changes Itself,Norman Doidge,Science,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/92025f484ae014d4a87b37d1_The Brain that Changes Itself.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/92025f484ae014d4a87b37d1_The Brain that Changes Itself.mp3?,Explore the groundbreaking science of neuroplasticity and how our brains adapt and heal.,false,false,true,2025-09-24 11:56:40.591511+00
e3d7dfe2-ad6c-4b4c-a501-986c05dd9ad3,2025-09-27 12:32:52+00,371d80d5f5876295784bcf63,20:50,Messages Universal,Shri Ram Chandra,Spirituality,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/371d80d5f5876295784bcf63_Messages_Universal.webp?,13,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/371d80d5f5876295784bcf63_Messages Universal.mp3?,Receive universal truths and messages that guide your spiritual journey.,heartfulness,false,true,2025-09-24 11:56:40.591511+00
e42e49c0-36e1-4bee-995a-8007ef4c1a65,2025-09-23 17:49:13.483373+00,adc1585d9559c99b8cdc01de,21:36,The 5 Second Rule,Mel Robbins,Motivation,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/adc1585d9559c99b8cdc01de_The 5 Second Rule.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/adc1585d9559c99b8cdc01de_The 5 Second Rule.mp3?,Overcome hesitation and seize opportunities with a simple 5-second rule to change your life.,false,false,true,2025-09-24 11:56:40.591511+00
e68c538d-9662-4c77-a73b-6af8df87c0fd,2025-09-23 17:48:58.578059+00,9a23b2da5111ed31f263714d,20:56,Anger Management for Everyone: Ten Proven Strategies to Help You Control Anger and Live a Happier Life,Raymond Tafrate & Howard Kassinove,Psychology,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/9a23b2da5111ed31f263714d_Anger Management for Everyone: Ten Proven Strategies to Help You Control Anger and Live a Happier Life.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/9a23b2da5111ed31f263714d_Anger Management for Everyone: Ten Proven Strategies to Help You Control Anger and Live a Happier Life.mp3?,Practical strategies to manage anger and cultivate a more peaceful life.,false,false,true,2025-09-24 11:56:40.591511+00
eccd5eea-869a-4022-8d9e-30c78e0b3a72,2025-09-23 17:49:03.063753+00,dbde6ab9509321a42bbb5751,22:36,Million Dollar Habits,Brian Tracy,Productivity,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/dbde6ab9509321a42bbb5751_Million Dollar Habits.webp?,7,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/dbde6ab9509321a42bbb5751_Million Dollar Habits.mp3?,Learn the habits that can lead to extraordinary success and financial freedom.,false,false,true,2025-09-24 11:56:40.591511+00
f33c7ac5-2da8-4547-908b-da3d4dbb9b26,2025-09-23 17:49:09.806177+00,158e31665531e5f28eea2c90,13:09,The Autobiography of Ramchandra,Shri Ram Chandra,Spirituality,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/158e31665531e5f28eea2c90_The Autobiography of Ramchandra.webp?,5,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/158e31665531e5f28eea2c90_The Autobiography of Ramchandra.mp3?,"A personal account of the life and teachings of Ram Chandra, inviting you to reflect on your own journey.",heartfulness,false,true,2025-09-24 11:56:40.591511+00
f4c513e9-613a-4b06-99e3-a336a509468b,2025-09-23 17:49:13.9138+00,a077356ae6923513e768bdb4,14:18,The Relaxation Response,Herbert Benson,Body,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/cover-pages/a077356ae6923513e768bdb4_The Relaxation Response.webp?,5,https://ziifsmeagbyyjsnmxwns.supabase.co/storage/v1/object/public/content/summaries/audio/a077356ae6923513e768bdb4_The Relaxation Response.mp3?,,false,false,true,2025-09-24 11:56:40.591511+00
